task,model_name,capacity_name,dataset_size,n_off_diagonal,mean_degradation,worst_degradation,worst_pair_r_train,worst_pair_r_eval,train_low_eval_high,train_high_eval_low,transfer_asymmetry
diffusion,deeponet,small,5000,16,1.0717749331709432,1.2167312564342538,32,512,1.077246681763149,1.0626553521839337,0.9864549783942399
diffusion,deeponet,small-med,50,16,1.0244791421311135,1.0877409610297395,32,512,1.0279772674432075,1.018648933277624,0.9909255443082073
diffusion,deeponet,small-med,100,16,1.0521257475518002,1.1577785960831528,32,512,1.0566715184716284,1.0445494626854201,0.9885280755899036
diffusion,deeponet,small-med,500,16,1.0687862204610592,1.188532827332314,32,512,1.0695734671958248,1.0674741425697827,0.9980372319523351
diffusion,deeponet,small-med,1000,16,1.0824941810469113,1.2441948203294844,32,512,1.0877296817348474,1.073768346567018,0.9871647014857937
diffusion,deeponet,small-med,5000,16,1.0761380293525638,1.2591046416922536,32,512,1.0901784801537064,1.052737278017326,0.9656558968847914
diffusion,deeponet,tiny,50,16,1.0128041566547923,1.0426621162447554,32,512,1.0144320272981582,1.0100910389158493,0.9957207695878149
diffusion,deeponet,tiny,100,16,1.0288399863759339,1.0927131719410288,32,512,1.0310621844406274,1.0251363229347776,0.9942526633259616
diffusion,deeponet,tiny,500,16,1.055607204400539,1.1588827444783296,32,512,1.0565832060020235,1.053980535064731,0.9975367099131354
diffusion,deeponet,tiny,1000,16,1.0633977085052737,1.2105608711483427,32,512,1.0700572308741827,1.0522985045570923,0.9834039471864674
diffusion,deeponet,tiny,5000,16,1.0574707449120073,1.1708525942036707,32,512,1.0610286258023522,1.0515409434280996,0.9910580335501523
diffusion,deeponet,xlarge,50,16,1.035990723249165,1.1278150906748623,32,512,1.0438806976993311,1.022840765832221,0.9798445053026833
diffusion,deeponet,xlarge,100,16,1.1232389489539059,1.3860433897404105,32,512,1.1368995548615566,1.1004712724411547,0.9679582226374978
diffusion,deeponet,xlarge,500,16,1.355197588066407,2.0455315497249718,32,512,1.3911777720633407,1.2952306147381847,0.9310317061903233
diffusion,deeponet,xlarge,1000,16,1.253908822758318,1.7772037532419804,32,512,1.2653474240527767,1.234844487267554,0.9758936271529878
diffusion,deeponet,xlarge,5000,16,1.2891984416665574,1.8409682501898328,32,512,1.2954070372386404,1.2788507823797521,0.9872192643833552
diffusion,fno,large,50,16,1.0027627193226034,1.0658822385160123,256,32,0.983152902415965,1.0354457475003338,1.0531889240787127
diffusion,fno,large,100,16,1.0034140571101295,1.0856582224692648,256,32,0.979303263378619,1.0435987133293139,1.0656542792769568
diffusion,fno,large,500,16,1.211877455297444,1.875347326813768,32,512,1.3039023438543673,1.058502641035905,0.8117959493093212
